Wall time,Step,Value
1577841136.7202811,1,192.0
1577841147.033871,2,192.0
1577841150.9410944,3,192.0
1577841155.091332,4,192.0
1577841159.1105618,5,192.0
1577841163.5078132,6,192.0
1577841167.47704,7,192.0
1577841171.4732687,8,192.0
1577841175.3724918,9,192.0
1577841182.2388847,10,192.0
1577841186.1381073,11,192.0
1577841190.0493312,12,192.0
1577841193.9115522,13,192.0
1577841197.7237701,14,192.0
1577841201.5159872,15,192.0
1577841205.3322053,16,192.0
1577841209.1334229,17,192.0
1577841212.914639,18,192.0
1577841216.816862,19,192.0
1577841220.779089,20,192.0
1577841224.5713058,21,192.0
1577841228.424526,22,192.0
1577841232.1867416,23,192.0
1577841235.9439561,24,192.0
1577841239.714172,25,192.0
1577841243.5183895,26,192.0
1577841247.4466143,27,192.0
1577841251.239831,28,192.0
1577841255.086051,29,192.0
1577841259.0582783,30,192.0
1577841262.8064926,31,192.0
1577841266.6347117,32,192.0
1577841270.6049387,33,192.0
1577841274.4051561,34,192.0
1577841278.335381,35,192.0
1577841282.1085968,36,192.0
1577841285.9188147,37,192.0
1577841289.6580286,38,192.0
1577841293.410243,39,192.0
1577841297.37947,40,192.0
1577841301.172687,41,192.0
1577841304.9419026,42,192.0
1577841308.844126,43,192.0
1577841312.6283424,44,192.0
1577841316.4215593,45,192.0
1577841320.1877747,46,192.0
1577841323.9739914,47,192.0
1577841327.813211,48,192.0
1577841331.8224401,49,192.0
1577841335.7546651,50,192.0
1577841339.6198862,51,192.0
1577841343.444105,52,192.0
1577841347.2363217,53,192.0
1577841351.0045373,54,192.0
1577841354.8147554,55,192.0
1577841358.6459746,56,192.0
1577841362.4241905,57,192.0
1577841366.3404145,58,192.0
1577841370.5386548,59,192.0
1577841374.3308716,60,192.0
1577841378.169091,61,192.0
1577841381.928306,62,192.0
1577841385.6965218,63,192.0
1577841389.5057395,64,192.0
1577841393.307957,65,192.0
1577841397.3211865,66,192.0
1577841401.1484056,67,192.0
1577841404.9146209,68,192.0
1577841408.9158497,69,192.0
1577841412.662064,70,192.0
1577841416.4532807,71,192.0
1577841420.2304971,72,192.0
1577841424.006713,73,192.0
1577841427.9209368,74,192.0
1577841431.790158,75,192.0
1577841435.585375,76,192.0
1577841439.481598,77,192.0
1577841443.2998161,78,192.0
1577841447.279044,79,192.0
1577841451.1772668,80,192.0
1577841454.9814847,81,192.0
1577841458.9617121,82,192.0
1577841462.838934,83,192.0
1577841466.825162,84,192.0
1577841470.6113784,85,192.0
1577841474.4826,86,192.0
1577841478.3038185,87,192.0
1577841482.4100535,88,192.0
1577841486.3522787,89,192.0
1577841490.2425013,90,192.0
1577841494.3857381,91,192.0
1577841498.1699548,92,192.0
1577841501.9951735,93,192.0
1577841505.9273984,94,192.0
1577841509.7466168,95,192.0
1577841513.6118379,96,192.0
1577841517.5760648,97,192.0
1577841521.5892942,98,192.0
1577841525.5215192,99,192.0
1577841529.3717394,100,192.0234375
1577841533.2029586,101,216.0
1577841536.9831746,102,216.0
1577841540.8803976,103,216.0
1577841544.7286177,104,216.0
1577841548.665843,105,216.0
1577841552.5080626,106,216.0
1577841556.4362874,107,216.0
1577841560.4815187,108,216.0
1577841564.34874,109,216.0
1577841568.126956,110,216.0
1577841572.0151784,111,216.0
1577841576.0324082,112,216.0
1577841579.8486264,113,216.0
1577841583.719848,114,216.0
1577841587.5990696,115,216.0
1577841591.4432895,116,216.0
1577841595.2715085,117,216.0
1577841599.2887383,118,216.0
1577841603.2929673,119,216.0
1577841607.7672234,120,216.0
1577841611.6674464,121,216.0
1577841615.5436683,122,216.0
1577841619.3998888,123,216.0
1577841623.2941115,124,216.0
1577841627.1843338,125,216.0
1577841631.0495548,126,216.0
1577841635.3287997,127,216.0
1577841639.023011,128,216.0
1577841642.6882207,129,216.0
1577841646.3424296,130,216.0
1577841650.2936559,131,216.0
1577841653.9758663,132,216.0
1577841657.7120798,133,216.0
1577841661.362289,134,216.0
1577841665.2365105,135,216.0
1577841669.0507288,136,216.0
1577841673.0079548,137,216.0
1577841676.7041664,138,216.0
1577841680.3583753,139,216.0
1577841684.0205848,140,216.0
1577841687.7667992,141,216.0
1577841691.4070072,142,216.0
1577841695.0652165,143,216.0
1577841698.957439,144,216.0
1577841702.6056478,145,216.0
1577841706.3378613,146,216.0
1577841710.2070825,147,216.0
1577841713.8992937,148,216.0
1577841717.573504,149,216.0
1577841721.2927165,150,216.0
1577841724.9199243,151,216.0
1577841728.7231417,152,216.0
1577841732.3763506,153,216.0
1577841736.1125643,154,216.0
1577841739.7907748,155,216.0
1577841743.4389834,156,216.0
1577841747.262202,157,216.0
1577841750.9644136,158,216.0
1577841754.2726028,159,216.0
1577841758.0368183,160,216.0
1577841761.7130287,161,216.0
1577841765.394239,162,216.0
1577841769.1374533,163,216.0
1577841772.8086634,164,216.0
1577841776.4538717,165,216.0
1577841780.09708,166,216.0
1577841783.9413,167,216.0
1577841787.6985147,168,216.0
1577841791.3457234,169,216.0
1577841794.9849315,170,216.0
1577841798.7231455,171,216.0
1577841802.5203624,172,216.0
1577841806.3835835,173,216.0
1577841810.5048192,174,216.0
1577841814.1320267,175,216.0
1577841818.1002536,176,216.0
1577841821.7314613,177,216.0
1577841825.3516686,178,216.0
1577841828.9918766,179,216.0
1577841832.7330909,180,216.0
1577841836.4853053,181,216.0
1577841840.1075122,182,216.0
1577841843.807724,183,216.0
1577841847.6779456,184,216.0
1577841851.326154,185,216.0
1577841855.1603734,186,216.0
1577841858.792581,187,216.0
1577841862.4887927,188,216.0
1577841866.2590082,189,216.0
1577841869.9342184,190,216.0
1577841873.5834272,191,216.0
1577841877.3536427,192,216.0
1577841881.1128578,193,216.0
1577841884.788068,194,216.0
