Wall time,Step,Value
1577824390.007051,1,0.009999999776482582
1577824400.5746553,2,0.009999999776482582
1577824405.2339218,3,0.009999999776482582
1577824409.9701927,4,0.009999999776482582
1577824413.9924228,5,0.009999999776482582
1577824417.7996407,6,0.009999999776482582
1577824421.5728564,7,0.009999999776482582
1577824425.4350774,8,0.009999999776482582
1577824429.1272886,9,0.009999999776482582
1577824436.4707084,10,0.009999999776482582
1577824440.759954,11,0.009999999776482582
1577824444.8101854,12,0.009999999776482582
1577824448.5704005,13,0.009999999776482582
1577824452.544628,14,0.009999999776482582
1577824456.3188436,15,0.009999999776482582
1577824460.1840649,16,0.009999999776482582
1577824464.0042834,17,0.009999999776482582
1577824468.0475147,18,0.009999999776482582
1577824471.9147358,19,0.009999999776482582
1577824475.855961,20,0.009999999776482582
1577824479.6241767,21,0.009999999776482582
1577824483.4283943,22,0.009999999776482582
1577824487.1746087,23,0.009999999776482582
1577824490.887821,24,0.009999999776482582
1577824494.6500363,25,0.009999999776482582
1577824498.615263,26,0.009999999776482582
1577824502.3774781,27,0.009999999776482582
1577824506.1736953,28,0.009999999776482582
1577824509.8829074,29,0.009999999776482582
1577824513.7511287,30,0.009999999776482582
1577824517.4893425,31,0.009999999776482582
1577824521.239557,32,0.009999999776482582
1577824525.2177846,33,0.009999999776482582
1577824529.1020067,34,0.009999999776482582
1577824532.8152192,35,0.009999999776482582
1577824536.5614333,36,0.009999999776482582
1577824540.419654,37,0.009999999776482582
1577824544.1498675,38,0.009999999776482582
1577824547.9170828,39,0.009999999776482582
1577824551.8393073,40,0.009999999776482582
1577824555.7515311,41,0.009999999776482582
1577824559.6837559,42,0.009999999776482582
1577824563.4009686,43,0.009999999776482582
1577824567.1701841,44,0.009999999776482582
1577824570.9594007,45,0.009999999776482582
1577824574.6606126,46,0.009999999776482582
1577824578.4008265,47,0.009999999776482582
1577824582.1320398,48,0.009999999776482582
1577824586.1712708,49,0.009999999776482582
1577824590.0224912,50,0.009999999776482582
1577824593.800707,51,0.009999999776482582
1577824597.6349266,52,0.009999999776482582
1577824601.4521449,53,0.009999999776482582
1577824605.2903645,54,0.009999999776482582
1577824609.0875816,55,0.009999999776482582
1577824612.799794,56,0.009999999776482582
1577824616.7200181,57,0.009999999776482582
1577824620.6242414,58,0.009999999776482582
1577824624.8064806,59,0.009999999776482582
