Wall time,Step,Value
1577821532.399605,1,2.0999999046325684
1577821535.9028056,2,5.900000095367432
1577821539.405006,3,2.8499999046325684
1577821543.0182126,4,4.099999904632568
1577821546.4754102,5,3.9000000953674316
1577821549.9646099,6,7.449999809265137
1577821553.565816,7,1.649999976158142
1577821556.96001,8,5.099999904632568
1577821560.6072185,9,2.8499999046325684
1577821567.2275972,10,2.950000047683716
1577821572.3688912,11,8.600000381469727
1577821576.1451073,12,4.199999809265137
1577821579.586304,13,5.949999809265137
1577821583.0195003,14,7.849999904632568
1577821586.5317013,15,9.800000190734863
1577821590.0849044,16,6.25
1577821593.798117,17,10.100000381469727
1577821597.243314,18,5.099999904632568
1577821600.6795106,19,16.049999237060547
1577821604.34272,20,10.149999618530273
1577821607.7809167,21,12.199999809265137
1577821611.3611217,22,16.25
1577821615.4383547,23,15.350000381469727
1577821619.1545672,24,20.75
1577821622.7697742,25,11.5
1577821626.2989757,26,18.950000762939453
1577821629.957185,27,17.850000381469727
1577821633.6303952,28,19.600000381469727
1577821637.0065885,29,22.549999237060547
1577821640.6667976,30,21.450000762939453
1577821644.218001,31,27.950000762939453
1577821648.1642265,32,28.850000381469727
1577821651.860438,33,23.100000381469727
1577821655.4236417,34,32.099998474121094
1577821658.9728448,35,44.400001525878906
1577821663.1840856,36,38.099998474121094
1577821666.7482893,37,46.349998474121094
1577821670.3494954,38,54.95000076293945
1577821674.2157166,39,39.849998474121094
1577821678.0409355,40,49.29999923706055
1577821681.5121338,41,37.25
1577821684.695316,42,57.70000076293945
1577821688.032507,43,60.95000076293945
1577821692.0797384,44,51.04999923706055
1577821695.674944,45,55.400001525878906
1577821699.1871448,46,66.19999694824219
1577821702.7763503,47,73.0999984741211
1577821706.4185584,48,90.5999984741211
1577821710.0737674,49,90.25
1577821713.5549664,50,89.19999694824219
1577821717.6021981,51,108.5
1577821721.3944151,52,127.05000305175781
1577821724.9476182,53,100.80000305175781
1577821728.946847,54,102.75
1577821732.570054,55,130.85000610351562
1577821736.7942958,56,166.1999969482422
1577821740.5615115,57,147.39999389648438
1577821744.20872,58,147.1999969482422
1577821748.9439907,59,129.64999389648438
1577821752.5691981,60,150.8000030517578
1577821756.2804103,61,153.0
1577821759.8126123,62,172.5
1577821763.3258133,63,175.89999389648438
1577821766.8130128,64,228.35000610351562
1577821770.2702105,65,246.9499969482422
1577821773.739409,66,252.8000030517578
1577821777.2236083,67,270.45001220703125
1577821780.7068076,68,295.0
1577821784.6570334,69,319.1499938964844
1577821788.376246,70,422.79998779296875
1577821792.8105,71,377.3500061035156
1577821796.7027223,72,397.79998779296875
1577821800.3429308,73,418.79998779296875
1577821803.919135,74,460.45001220703125
1577821807.5683439,75,425.8999938964844
1577821810.9505372,76,452.45001220703125
1577821814.3887339,77,516.1500244140625
1577821818.0919456,78,522.5999755859375
1577821821.9881687,79,484.3500061035156
1577821825.8993924,80,538.25
1577821829.8356175,81,531.8499755859375
1577821833.8908494,82,528.1500244140625
1577821837.691067,83,561.4000244140625
1577821841.648293,84,534.9000244140625
1577821844.8064737,85,466.6000061035156
1577821848.358677,86,482.20001220703125
1577821851.8618772,87,483.45001220703125
1577821855.6440938,88,456.29998779296875
1577821859.2613006,89,534.8499755859375
1577821862.6834962,90,506.29998779296875
1577821866.3557065,91,274.54998779296875
1577821870.3419344,92,358.6499938964844
1577821874.9731991,93,282.6499938964844
1577821879.1364372,94,231.4499969482422
1577821883.9477124,95,129.35000610351562
1577821887.6049216,96,156.89999389648438
1577821891.265131,97,221.10000610351562
1577821895.9744005,98,256.04998779296875
1577821900.0466332,99,139.85000610351562
1577821904.1968706,100,169.89999389648438
1577821908.0900934,101,92.75
1577821912.0343192,102,259.95001220703125
1577821915.498517,103,113.25
1577821919.0377195,104,115.8499984741211
1577821922.6129239,105,127.25
1577821926.233131,106,44.150001525878906
1577821929.767333,107,199.89999389648438
1577821933.5825515,108,93.25
1577821937.6287827,109,212.5500030517578
1577821941.7860205,110,169.9499969482422
1577821945.2222173,111,138.3000030517578
1577821948.7454188,112,49.20000076293945
1577821952.334624,113,217.89999389648438
1577821955.8278239,114,180.35000610351562
1577821959.4000282,115,74.69999694824219
1577821962.877227,116,102.1500015258789
1577821966.285422,117,247.0500030517578
1577821970.360655,118,224.4499969482422
1577821973.9918628,119,153.39999389648438
1577821977.6370711,120,188.9499969482422
1577821981.2332768,121,241.89999389648438
1577821984.3924577,122,178.5
1577821987.892658,123,208.89999389648438
1577821991.7668796,124,164.4499969482422
1577821995.429089,125,215.4499969482422
1577821999.0212944,126,228.5500030517578
1577822003.0225232,127,159.89999389648438
1577822006.668732,128,219.89999389648438
1577822010.256937,129,223.5500030517578
1577822013.8141403,130,146.85000610351562
1577822018.1303873,131,272.0
1577822022.183619,132,187.4499969482422
1577822026.533868,133,140.9499969482422
1577822030.540097,134,203.4499969482422
1577822034.5473263,135,250.0500030517578
1577822038.6455605,136,217.0500030517578
1577822042.745795,137,187.89999389648438
1577822046.6480184,138,233.4499969482422
1577822050.6752489,139,254.60000610351562
1577822054.5844724,140,260.6499938964844
1577822058.582701,141,286.6499938964844
1577822062.5159261,142,309.04998779296875
1577822066.7231667,143,231.64999389648438
1577822070.526384,144,179.0
1577822074.2015944,145,262.6000061035156
1577822077.9148068,146,351.25
1577822081.7980287,147,338.70001220703125
1577822085.576245,148,363.3500061035156
1577822089.3174589,149,280.6499938964844
1577822093.1596787,150,313.70001220703125
1577822096.9008927,151,241.60000610351562
1577822100.7601135,152,368.1499938964844
1577822104.8513474,153,221.9499969482422
1577822108.9775836,154,296.45001220703125
1577822114.0808756,155,390.3999938964844
1577822118.4731266,156,336.70001220703125
1577822123.0493882,157,370.6499938964844
1577822127.1936255,158,380.79998779296875
1577822131.4328678,159,396.79998779296875
1577822136.36815,160,421.20001220703125
1577822140.3953805,161,474.79998779296875
1577822144.4076102,162,423.8500061035156
1577822148.4108388,163,442.3500061035156
1577822152.5430753,164,444.8500061035156
1577822156.4242973,165,449.45001220703125
1577822160.2805178,166,579.3499755859375
1577822164.2987475,167,545.9000244140625
1577822168.2149715,168,563.8499755859375
1577822172.0261898,169,628.0
1577822175.9084117,170,647.4000244140625
1577822179.8406367,171,654.7999877929688
1577822183.711858,172,640.4000244140625
1577822187.8300936,173,630.9000244140625
1577822191.668313,174,636.9000244140625
1577822195.5565355,175,647.3499755859375
1577822199.5377634,176,640.4000244140625
1577822203.4229856,177,652.9000244140625
