Wall time,Step,Value
1577730158.9030333,1,8.41825008392334
1577730163.0512707,2,15.885833740234375
1577730167.0685005,3,27.983430862426758
1577730171.26074,4,43.666805267333984
1577730175.345974,5,46.121192932128906
1577730179.4102063,6,50.911277770996094
1577730183.6754503,7,53.025611877441406
1577730187.8236878,8,66.37593078613281
1577730191.9959264,9,74.4620132446289
1577730199.2023382,10,88.94383239746094
1577730203.3775773,11,97.44889068603516
1577730207.4348094,12,132.05035400390625
1577730211.8240604,13,151.2901153564453
1577730216.0273006,14,208.21588134765625
1577730220.1305354,15,251.9385986328125
1577730224.286773,16,252.24093627929688
1577730228.3270042,17,282.716552734375
1577730232.4622407,18,267.1274719238281
1577730236.4984717,19,228.0030059814453
1577730240.772716,20,78.29364013671875
1577730244.9779565,21,66.77355194091797
1577730249.1171932,22,66.85240173339844
1577730253.3454351,23,67.29605865478516
1577730257.4376693,24,67.26992797851562
1577730261.6369092,25,67.49983215332031
1577730265.6631396,26,67.56519317626953
1577730269.7693746,27,67.80530548095703
1577730274.144625,28,68.55887603759766
1577730278.2808614,29,69.0086669921875
1577730282.7411165,30,70.95079040527344
1577730286.7653468,31,74.68199920654297
1577730290.9145842,32,80.10929107666016
1577730295.0678215,33,81.9627914428711
1577730299.675085,34,86.48429107666016
1577730303.8993268,35,86.26736450195312
1577730308.8336089,36,89.59992980957031
1577730313.1588562,37,89.5999984741211
1577730318.7251747,38,88.97450256347656
1577730322.960417,39,89.59992980957031
1577730327.4066713,40,88.3489990234375
1577730331.3718982,41,88.92449951171875
1577730335.5171351,42,89.59979248046875
1577730340.1193984,43,88.52449798583984
1577730344.1976316,44,89.42443084716797
1577730348.0828538,45,88.2490005493164
1577730352.1860888,46,89.59992980957031
1577730355.792295,47,89.59992980957031
1577730359.4725053,48,88.91193389892578
1577730363.3397267,49,88.97450256347656
1577730366.6649168,50,89.5999984741211
1577730370.482135,51,89.59992980957031
1577730374.2093482,52,89.59986114501953
1577730377.8905587,53,89.59992980957031
1577730381.7007768,54,89.5999984741211
1577730385.1999767,55,89.5999984741211
1577730388.8661864,56,89.5999984741211
1577730392.5943997,57,89.5999984741211
1577730396.2826107,58,89.59986114501953
1577730400.171833,59,89.5999984741211
1577730404.0380545,60,89.59992980957031
1577730407.6972637,61,89.5999984741211
1577730411.4254768,62,88.94950103759766
1577730415.028683,63,89.59992980957031
1577730418.593887,64,89.5999984741211
1577730422.3211,65,89.5999984741211
1577730425.9183059,66,89.5999984741211
1577730429.626518,67,88.91200256347656
1577730433.3137288,68,89.5999984741211
1577730437.0709438,69,89.5999984741211
1577730440.836159,70,89.59992980957031
1577730444.4773674,71,89.5999984741211
1577730448.093574,72,89.59992980957031
1577730451.849789,73,89.5999984741211
1577730455.4939973,74,88.97443389892578
1577730459.1562068,75,88.97443389892578
1577730462.850418,76,89.59986114501953
1577730466.4976268,77,89.59986114501953
1577730470.260842,78,89.5999984741211
1577730474.0770605,79,89.5999984741211
1577730477.6522646,80,88.97435760498047
1577730481.4894843,81,88.97450256347656
1577730485.1476936,82,89.2074966430664
1577730488.7859015,83,89.26692962646484
1577730492.568118,84,89.5999984741211
1577730496.1753244,85,89.5999984741211
1577730499.8565347,86,89.5999984741211
1577730503.4777417,87,89.59992980957031
1577730507.2839596,88,89.5999984741211
1577730511.0071726,89,89.5999984741211
1577730514.6883833,90,89.5999984741211
1577730518.3505926,91,89.5999984741211
1577730521.9898007,92,89.5999984741211
1577730525.9370265,93,89.5999984741211
1577730529.5652342,94,89.5999984741211
1577730533.250445,95,89.59992980957031
1577730536.9226549,96,89.5999984741211
1577730540.5848641,97,89.5999984741211
1577730544.3950822,98,88.97450256347656
1577730547.9792874,99,89.59986114501953
1577730551.7065005,100,89.5999984741211
